name,csv_height,csv_weight,csv_reach,csv_stance,csv_dob,wiki_matched,wiki_url,match_reason,wiki_name,wiki_birth_name,wiki_birth_date,wiki_birth_place,wiki_nationality,wiki_height,wiki_weight,wiki_weight_class,wiki_reach_in,wiki_stance,wiki_style,wiki_team,wiki_trainer,wiki_rank,wiki_years_active,wiki_fighting_out_of,wiki_mma_kowin,wiki_mma_subwin,wiki_mma_decwin,wiki_mma_koloss,wiki_mma_subloss,wiki_mma_decloss,wiki_mma_draw,wiki_mma_nc,wiki_sherdog,wiki_title,wiki_height_imperial,wiki_height_cm,wiki_weight_lb,wiki_weight_kg,wiki_reach_cm,wiki_other_names,wiki_reach,wiki_mma_dqwin,wiki_mma_dqloss,wiki_residence,wiki_height_ft,wiki_height_in,height_final,weight_final,reach_final,stance_final,dob_final
Miesha Tate,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",True,https://en.wikipedia.org/wiki/Miesha_Tate,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Miesha Tate,Miesha Theresa Tate,,"Tacoma, Washington, U.S.",,,,Featherweight (2008) Bantamweight (2007–2016; 2021–present) Flyweight (2022),,Orthodox,Submission wrestling,Xtreme Couture,,Purple belt in Brazilian Jiu-Jitsu,"2007–2016, 2021–present (MMA)","Las Vegas, Nevada, U.S.",4,8,8,2,3,5,,,26252,Miesha Tate,,,,,,Cupcake,,,,,,,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986"
Aaron Tau,"5' 4""",125 lbs.,"66""",Switch,"Aug 21, 1993",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",125 lbs.,"66""",Switch,"Aug 21, 1993"
Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977"
Thiago Tavares,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",True,https://en.wikipedia.org/wiki/Thiago_Tavares,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Thiago Tavares,,,"Florianópolis, Santa Catarina, Brazil",,,,LightweightFeatherweight,,Orthodox,,Team TavaresBrazilian Top Team,,3rd degree black belt in Brazilian Jiu-Jitsu,"2003–2018, 2020–present","Florianópolis, Santa Catarina, Brazil",4,15,5,8,,3,1,,4647,Thiago Tavares,,,,,,,,,,,,,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984"
Jeremy Tavares,--,135 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,135 lbs.,--,,--
Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",True,https://en.wikipedia.org/wiki/Brad_Tavares,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Brad Tavares,Bradley Kaipo Sarbida Tavares,,"Kailua, Hawaii, U.S.",,5 ft 11 in,,Middleweight,74.0,,,Xtreme Couture,,,2007–present,"Las Vegas, Nevada, U.S.",5,2,14,6,,6,,,33095,Brad Tavares,"5'11""",180.3,,,188.0,,74 in,,,,,,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987"
Ramon Taveras,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 09, 1994",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 09, 1994"
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",True,https://en.wikipedia.org/wiki/Paul_Taylor_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Paul Taylor,,,"Walsall, England",,,,LightweightWelterweight,,,,,,,2002–2011,,6,2,3,,2,4,1,1,6326,Paul Taylor (fighter),,,,,,Relentless,,,,,,,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979"
Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",True,https://en.wikipedia.org/wiki/Jesse_Taylor,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Jesse Taylor,Jesse Taylor,,"Poway, California, U.S.",,,,"Middleweight (2006–2023)Welterweight (2008–2019)Light Heavyweight (2011, 2024 - present)",,,,Team QuestThe Arena MMA,,Black belt in Brazilian Jiu-Jitsu,2006–2023,"Murrieta, California, U.S.",6,18,9,,16,1,,,17389,Jesse Taylor,,,,,,JT Money,,,,,,,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983"
Torrance Taylor,"5' 7""",155 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",155 lbs.,--,,--
Louis Taylor,"5' 11""",185 lbs.,--,Orthodox,"May 12, 1979",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",185 lbs.,--,Orthodox,"May 12, 1979"
Anthony Taylor,"5' 7""",145 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",145 lbs.,--,,--
Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",True,https://en.wikipedia.org/wiki/Danielle_Taylor_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Danielle Taylor,,,"Lancaster, California, United States",,,,Strawweight Flyweight,,,"Wrestling, Jujutsu, Boxing",Saekson Muay Thai,Julio Trana (Striking Coach) George Garcia (Wrestling Coach),,2013–present,"Van Nuys, California",3,1,7,2,,6,,,123439,Danielle Taylor (fighter),,,,,,Dynamite,,,,,,,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989"
J.T Taylor,"5' 10""",--,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",--,--,,--
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981"
Cam Teague,"5' 10""",145 lbs.,"69""",Orthodox,"Feb 13, 1998",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",145 lbs.,"69""",Orthodox,"Feb 13, 1998"
Shawn Teed,"6' 5""",265 lbs.,--,Orthodox,"Feb 13, 1992",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 5""",265 lbs.,--,Orthodox,"Feb 13, 1992"
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",True,https://en.wikipedia.org/wiki/Glover_Teixeira,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Glover Teixeira,Glover Lucas Teixeira,,"Sobrália, Minas Gerais, Brazil",Brazilian American,,,Light heavyweight,76.0,,Brazilian Jiu-Jitsu,Teixeira MMA & Fitness,Fernely Feliz Sr.John HacklemanSteve Mocco,8th degree black belt in Kajukenbo under John Hackleman 2nd degree black belt in Brazilian Jiu-Jitsu under Luigi Mondelli,2002–2023,"Bethel, Connecticut, U.S.",18,10,5,3,1,5,,,4655,Glover Teixeira,,,,,193.0,,76 in,,,,,,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979"
John Teixeira,"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986"
Ewerton Teixeira,"6' 1""",242 lbs.,--,,"Feb 13, 1982",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",242 lbs.,--,,"Feb 13, 1982"
Tallison Teixeira,"6' 7""",258 lbs.,"83""",Orthodox,"Dec 07, 1999",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 7""",258 lbs.,"83""",Orthodox,"Dec 07, 1999"
Tra Telligman,"6' 2""",233 lbs.,--,Orthodox,"Feb 07, 1965",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",233 lbs.,--,Orthodox,"Feb 07, 1965"
Ramazan Temirov,"5' 4""",125 lbs.,"63""",Orthodox,"Jan 31, 1997",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",125 lbs.,"63""",Orthodox,"Jan 31, 1997"
Taneisha Tennant,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",True,https://en.wikipedia.org/wiki/Taneisha_Tennant,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Taneisha Tennant,,,"New York, New York, United States",American,,,Bantamweight,70.0,,,Budokan Martial Arts Academy,,,2019–present,"New York, New York",1,,4,,,2,,,241537,Taneisha Tennant,,,,,177.8,Triple Threat,70.0 in,,,,,,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989"
Herman Terrado,--,170 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,170 lbs.,--,,--
Dave Terrel,"5' 8""",170 lbs.,--,Southpaw,"May 10, 1978",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",170 lbs.,--,Southpaw,"May 10, 1978"
David Terrell,"6' 1""",185 lbs.,--,Southpaw,"Jan 09, 1978",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",185 lbs.,--,Southpaw,"Jan 09, 1978"
James Terry,"5' 10""",170 lbs.,--,Orthodox,"Mar 16, 1981",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",170 lbs.,--,Orthodox,"Mar 16, 1981"
Jeff Terry,"6' 2""",205 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",205 lbs.,--,,--
David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",True,https://en.wikipedia.org/wiki/David_Teymur,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",David Teymur,,,"Järfälla, Sweden",,,,Lightweight,,Southpaw,"Muay Thai, Kickboxing",Allstars Training Center Stockholm Kickboxing Team,,,2008–2013 (Muay Thai/Kickboxing) 2013–2019 (MMA),"Stockholm, Sweden",4,,4,,1,1,,,163937,David Teymur,,,,,,,,,,,,,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989"
Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",True,https://en.wikipedia.org/wiki/Daniel_Teymur,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Daniel Teymur,,,"Järfälla, Sweden",,,,Featherweight Lightweight,,,,Allstars Training Center Stockholm Kickboxing Team,,,2013–present (MMA) 2008–2013 (kickboxing),"Stockholm, Sweden",3,3,1,1,2,1,,,163939,Daniel Teymur,,,,,,,,,,,,,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988"
Motonobu Tezuka,"5' 7""",135 lbs.,--,Southpaw,"Aug 29, 1987",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",135 lbs.,--,Southpaw,"Aug 29, 1987"
Jason Thacker,"5' 10""",185 lbs.,--,Orthodox,"Aug 18, 1975",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",185 lbs.,--,Orthodox,"Aug 18, 1975"
Alexia Thainara,"5' 4""",115 lbs.,"67""",Orthodox,"Nov 20, 1995",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",115 lbs.,"67""",Orthodox,"Nov 20, 1995"
Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",True,https://en.wikipedia.org/wiki/Brandon_Thatch,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Brandon Thatch,,,"Denver, Colorado, United States",,,,Welterweight,,,,Elevation Fight Team,,,2007–present,"Denver, Colorado, United States",7,4,,,4,1,,,22298,Brandon Thatch,,,,,,Rukus,,,,,,,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985"
Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",True,https://en.wikipedia.org/wiki/Elias_Theodorou,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Elias Theodorou,,,"Mississauga, Ontario, Canada",,,,Middleweight,2.0,Orthodox,,Grants MMATapout BurlingtonTristar Gym,,Black belt in Brazilian Jiu-Jitsu Dark blue belt in Muay Thai,2011–2022,"Toronto, Ontario, Canada",8,1,10,,,3,,,81765,Elias Theodorou,,,,,5.1,The Spartan,75+1/2 in,,,,,,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988"
Nik Theotikos,--,185 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,185 lbs.,--,Orthodox,--
Paulo Thiago,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",True,https://en.wikipedia.org/wiki/Paulo_Thiago,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Paulo Thiago,"Paulo Thiago Alencar AntunesMixed martial arts show results Date: November 21, 2009",,"Brasília, DF, Brazil",,,,MiddleweightWelterweight,,Orthodox,,Team Constrictor X-Gym (formerly),,Black belt in Brazilian jiu-jitsu Black belt in Judo,2005–present,"Brasília, Distrito Federal, Brazil",2,10,7,3,1,7,,,13336,Paulo Thiago,,,,,,,,,,,,,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981"
Colby Thicknesse,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 23, 1999",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 23, 1999"
Din Thomas,"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976"
Ryan Thomas,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984"
Noah Thomas,"5' 9""",135 lbs.,--,Orthodox,"Mar 27, 1981",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",135 lbs.,--,Orthodox,"Mar 27, 1981"
Joel Thomas ,"5' 10""",170 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",170 lbs.,--,,--
Treston Thomison,"5' 8""",145 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",145 lbs.,--,,--
Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981"
James Thompson,"6' 5""",265 lbs.,--,Orthodox,"Dec 16, 1978",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 5""",265 lbs.,--,Orthodox,"Dec 16, 1978"
Oli Thompson,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980"
Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",True,https://en.wikipedia.org/wiki/Stephen_Thompson_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Stephen Thompson,Stephen Randall Thompson,,"Simpsonville, South Carolina, U.S.",,,170 lb,Welterweight,75.0,,Kickboxing,Upstate Karate Pitch Black MMASerra-Longo Fight Team,Ray ThompsonCarlos Machado,7th degree black belt in American Tetsushin-ryū Kempo 1st degree black belt in Jujutsu Black belt in American Kickboxing Brown belt in Brazilian Jiu-Jitsu under Carlos Machado,2010–present (MMA),"Simpsonville, South Carolina, U.S.",8,1,8,2,1,6,1,,59608,Stephen Thompson (fighter),,,170.0,77.1,190.5,,75 in,,,,,,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983"
Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",True,https://en.wikipedia.org/wiki/Josh_Thomson,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Josh Thomson,,,"San Jose, California, US",,,,Lightweight,,,,American Kickboxing Academy,,Black belt in Brazilian jiu-jitsu under Dave Camarillo,2001–2020,"San Jose, California, US",7,9,6,2,,7,,1,2394,Josh Thomson,,,,,,The Punk,,,,,,,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978"
Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984"
Josh Thornburg,"6' 0""",170 lbs.,--,,"May 24, 1984",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",170 lbs.,--,,"May 24, 1984"
Ti Haitao,--,135 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,135 lbs.,--,,--
Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",True,https://en.wikipedia.org/wiki/Gleison_Tibau,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Gleison Tibau,Janigleison Herculano Alves,,"Tibau, Rio Grande do Norte, Brazil",,,,WelterweightLightweight,70.0,Southpaw,,American Top Team (2006–present),,Black belt in Brazilian Jiu-Jitsu,1999–present,"Coconut Creek, Florida, United States",4,16,20,5,2,11,,,5993,Gleison Tibau,,,,,177.8,,70 in,,1,,,,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983"
Chris Tickle,"5' 9""",155 lbs.,--,,"Feb 01, 1982",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",155 lbs.,--,,"Feb 01, 1982"
Nolan Ticman,"5' 6""",125 lbs.,--,Orthodox,"May 17, 1988",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",125 lbs.,--,Orthodox,"May 17, 1988"
Darren Till,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",True,https://en.wikipedia.org/wiki/Darren_Till,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Darren Till,,,"Liverpool, Merseyside, England",,6 ft 0 in,,,2.0,Southpaw,Muay Thai,Astra Fight Team (Brazil) Team Kaobon (England)MTK Global,,Purple belt in Luta Livre Esportiva,2013–present,,10,2,6,1,3,1,1,,73436,Darren Till,"6'0""",182.9,,,5.1,The Gorilla,74+1/2 in,,,,,,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992"
Brett Tillis,--,145 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,145 lbs.,--,,--
Rio Tirto,"5' 4""",125 lbs.,"66""",Switch,"Feb 09, 2000",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",125 lbs.,"66""",Switch,"Feb 09, 2000"
Denis Tiuliulin,"6' 1""",185 lbs.,"77""",Orthodox,"May 17, 1988",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",185 lbs.,"77""",Orthodox,"May 17, 1988"
Ryan Tobar,--,155 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,155 lbs.,--,,--
Rafael Tobias,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 20, 2003",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 20, 2003"
Andrew Todhunter,"6' 0""",185 lbs.,--,Switch,"Nov 30, 1987",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",185 lbs.,--,Switch,"Nov 30, 1987"
Dusko Todorovic,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",True,https://en.wikipedia.org/wiki/Duško_Todorović,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Duško Todorović,,,"Kotor, Yugoslavia",Serbian,,,Middleweight,74.0,Orthodox,,Thunder Top Team,,Black belt in Brazilian Jiu-Jitsu Black belt in Taekwondo,2015–present,"Belgrade, Serbia",8,4,1,4,,2,,,207339,Duško Todorović,,,,,188.0,Kruško,74 in,,,,,,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994"
Tuco Tokkos,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990",True,https://en.wikipedia.org/wiki/Tuco_Tokkos,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Tuco Tokkos,,,"London, England",,,,Middleweight Light Heavyweight,76.0,,,Kill Cliff FC,,,2017–present,"Deerfield Beach, Florida, U.S.",6,3,2,2,1,2,,,175999,Tuco Tokkos,,,,,193.0,,76 in,,,,,,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990"
Hideo Tokoro,"5' 7""",135 lbs.,--,Orthodox,"Aug 22, 1977",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",135 lbs.,--,Orthodox,"Aug 22, 1977"
Anatoly Tokov,"5' 10""",185 lbs.,--,,"Feb 17, 1990",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",185 lbs.,--,,"Feb 17, 1990"
Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987"
Puja Tomar,"5' 4""",115 lbs.,"59""",Southpaw,"Dec 05, 1993",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",115 lbs.,"59""",Southpaw,"Dec 05, 1993"
Tyler Toner,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983"
James Toney,"5' 9""",220 lbs.,--,Orthodox,"Aug 24, 1968",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",220 lbs.,--,Orthodox,"Aug 24, 1968"
Masanori Tonooka,"5' 8""",185 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",185 lbs.,--,Orthodox,--
Carl Toomey,--,--,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,,--
Ilia Topuria,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 21, 1997",True,https://en.wikipedia.org/wiki/Ilia_Topuria,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Ilia Topuria,,,"Halle, Germany",GeorgianSpanish,5 ft 7 in,,"Bantamweight (2018)Featherweight (2015–2021, 2022–2025)Lightweight (2022, 2025-)",69.0,Orthodox,,Climent Club (2012–2025)Topuria Team (2025–present),,Black belt in Brazilian jiu-jitsu under Jorge and Agustín Climent,2015–present,"Alicante, Spain",7,8,2,,,,,,202445,Ilia Topuria,"5'7""",170.2,,,175.3,El Matador,69 in,,,,,,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 21, 1997"
Aleksandre Topuria,"5' 7""",135 lbs.,"68""",Orthodox,"Jan 28, 1996",True,https://en.wikipedia.org/wiki/Aleksandre_Topuria,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Aleksandre Topuria,,,"Halle, Germany",Georgian,5 ft 7 in,,Bantamweight (2025–present)Featherweight,68.0,Orthodox,,Climent Club (2012–2025)Topuria Team (2025–present),,Black belt in Brazilian jiu-jitsu,2015–present,"Alicante, Spain",3,2,2,1,,,,,199421,Aleksandre Topuria,"5'7""",170.2,,,172.7,El Conquistador,68 in,,,,,,"5' 7""",135 lbs.,"68""",Orthodox,"Jan 28, 1996"
Anthony Torres,"5' 8""",170 lbs.,--,Orthodox,"Jul 31, 1978",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",170 lbs.,--,Orthodox,"Jul 31, 1978"
